,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#Transaction ID,#Request Source,#Deposit Withdraw Type,#Transaction Category,#Transaction Sub Category,#Request Type,#Participant ID,#Requested Participant ID,#Securities_Account_ID,#Instrument_ID,#Transaction Quantity,#Remark,#Balance Expected Reversal Date,#Transferee Name,#Transferee_NRIC_Passport,#Transferee Address,#Transferee Contact Number,#Counterparty Account Name,#Counterparty Account Number,#Counterparty BIC Code,#Beneficial Owner,#Beneficial Owner Acc Number,#Beneficial Owner BIC,#Place Of Settlement,#Trade Date,#Settlement Date,#Declaration,#Matching Reference,#Deposit Withdraw Status,#Deposit Withdraw Sub Status,#Next Status,#Entering User ID,#Last Updated User,#CA Type,#Moratorium Deposit,#Batch ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_D_1,SubmitSecurityDeposit,SubmitSecurityDepositDB,TRUE,,10,,"10000@{trimright(Static.Instr.substring(3),2)}",3,1,27,1234,2,,,555000021115,@{instrumentId(Static.Instr)},4000,TEST REMARK,"@{format(time(0),'dd-MM-yyyy')}",Name1,S1234567D,234,234,1324,124123,41234,1234,1234,23412,234,"@{format(time(0),'dd-MM-yyyy')}","@{format(time(0),'dd-MM-yyyy')}",341234,23412,8,0,0,WEBADMIN,WEBADMIN,0,0,3456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#RequestSource,#DepositWithdrawType,#TransactionCategory,#TransactionSubCategory,#RequestType,#ParticipantID,#RequestedParticipantID,#Securities_Account_ID,#Instrument_ID,#TransactionQuantity,#Remark,#NameOnShareCertificate,#CertificateNumber,#CertificateQuantity,#BalanceExpectedReversalDate,#TransfereeName,#Transferee_NRIC_Passport,#TransfereeAddress,#TransfereeContactNumber,#CounterpartyAccountName,#CounterpartyAccountNumber,#CounterpartyBICCode,#BeneficialOwner,#BeneficialOwnerAccNumber,#BeneficialOwnerBIC,#PlaceOfSettlement,#TradeDate,#SettlementDate,#Declaration,#MatchingReference,#DepositWithdrawStatus,#NextStatus,#EnteringUserID,#LastUpdatedUser,#CAType,#ExternalRequestID,#Latest,#InternalReference,,,,,,,,,,,,,,,,,,,,,,,,,,
V_D_1,VerifySecurityDeposit,VerifySecurityDeposit,TRUE,,2000,,3,1,27,1234,2,,,@{S_D_1.Securities_Account_ID},@{instrumentId(Static.Instr)},@{S_D_1.Transaction_Quantity},TEST REMARK,,,,"@{format(time(0),'dd-MM-yyyy')}",Name1,@{S_D_1.Transferee_NRIC_Passport},234,234,1324,124123,41234,1234,1234,23412,234,"@{format(time(0),'dd-MM-yyyy')}","@{format(time(0),'dd-MM-yyyy')}",341234,23412,5,,,,0,@{S_D_1.External_Request_ID},,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#PositionAccountID,#Symbol,#CurrencyCode,#BalanceType,#BalanceSubType,#Balance,#Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V_SP0_1,VerifySecurityBalance,VerifySecurityPositions,TRUE,,2000,,@{S_D_1.Securities_Account_ID},@{Static.Instr},,Pending Deposit,null,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V_SP1_2,VerifySecurityBalance,VerifySecurityPositions,TRUE,,2000,,@{S_D_1.Securities_Account_ID},@{Static.Instr},,Free,null,@{S_D_1.Transaction_Quantity},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#Depo Transfer Type,#Source_Security_Account_ID,#Participant ID,#Source Sec Balance Type,#Source Reference,#Destination_Security_Acc_ID,#Receiving Participant,#Desti Sec Balance Type,#Dest Reference,#Instrument_ID,#Transaction Quantity,#Transfer Reference,#Remark,#Entering User ID,#Depo Trans Status,#Pledge Request Source,#Pledge Request Initiator Type,#Request Initiator Side,#Batch ID,#Intended Transfer Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_TN_1,SubmitSecurityTransfer,SubmitSecurityTransferDB,TRUE,,10,,SGS Allocation Transfer,@{S_D_1.Securities_Account_ID},,0,,555000017720,,0,,@{instrumentId(Static.Instr)},4000,,AAA,WEB,1,0,2,0,3456,"@{format(time(0),'yyyy/MM/dd')}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#DepoTransferType,#Source_Security_Account_ID,#ParticipantID,#SourceSecBalanceType,#SourceReference,#Destination_Security_Acc_ID,#ReceivingParticipant,#DestiSecBalanceType,#DestReference,#Instrument_ID,#TransactionQuantity,#TransferReference,#Remark,#EnteringUserID,#DepoTransStatus,#PledgeRequestSource,#PledgeRequestInitiatorType,#RequestInitiatorSide,#ObjectID,#Batch ID,#ExternalRequestID,#DepoTransferSubStatus,#SourceBalanceSubType,#DestiBalanceSubType,#RequestedParticipantID,#CheckerAuthUserID,#CheckerAuthDate,#CounterpartyAuthUserID,#CounterpartyAuthDate,#AdminAuthUserID,#AdminAuthDate,#ParentReference,#CreatedUserID,#SourceAuthUserID,#SourceAuthDate,#ReasonCode,#Reason,#ChangedQuantity,,,,,,,,,,,,,,,,,,,,,,,,,,
V_TN_1,VerifySecurityTransfer,VerifySecurityTransfer,TRUE,,2000,,SGS Allocation Transfer,@{S_TN_1.Source_Security_Account_ID},,0,,@{S_TN_1.Destination_Security_Acc_ID},,0,,@{S_TN_1.Instrument_ID},4000,@{S_TN_1.Transfer_Reference},AAA,WEB,10,0,2,0,,3456,@{S_TN_1.External_Request_ID},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_SGS,SGSProcessing,ExecuteScript,TRUE,,0,,./,SGSProcessing.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ScheduleId,#Enabled,#Time,#DependencyProfile,#State,#StartTime,#CompletedTime,#ModifiedBy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V_T1,VerifySGSProcessing,VerifyTimeScheduleInfo,TRUE,,150000,,SGSProcessing,TRUE,,,COMPLETED,,,SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_TS,ResetTimeSchedules,ExecuteScript,TRUE,,0,,./,Turnoff.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#PositionAccountID,#Symbol,#CurrencyCode,#BalanceType,#BalanceSubType,#Balance,#Reference,#PositionID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSEC_1,VerifySecurityPositions,VerifySecurityPositions,TRUE,,20000,,@{securityAccountId('555000017302')},@{Static.Instr},SGD,0,null,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#SubMsgType,#OptionUniqueReference,#OverSubscriptionAllowed,#CashPaymentDate,#DefaultIndicator,#CAOptionType,#CurrencyPaymentDate,#SecuritiesPaymentDate,#RecordStatus,#AnnouncedCurrency,#AnnouncedPaymentRate,#CABlockBalanceType,#CACashValueIncreaseType,#CAClaimSettlementType,#CACurrency,#CAPaymentTimeSchGroup,#CashPaymentStatus,#CashValueIncrease,#ConditionalIndicator,#ExchangeRate,#IssuerCashPymntReceiveDate,#IssuerCashPymntRemindDate,#IssuerSecuPymntReceiveDate,#IssuerSecuPymntRemindDate,#ObligationSettleDateOffset,#PaymentObligationCurrency,#PaymentObligationGeneration,#PaymentObligationRate,#SecuritiesPaymentStatus,#SizeAdjCashInLieuRate,#SizeAdjFractionHandling,#SizeAdjustment,#SizeAdjustmentFactorTerm1,#SizeAdjustmentFactorTerm2,#SizeRoundingPolicy,#SizeRoundingPrecision,#ThresholdToDistribute,#ValueAdjustment,#ValueAdjustmentCurrency,#ValueRoundingPolicy,#PriceperUnit,#CAOptionCode,#SizeAdjCashInLieuRateCurrency,,,,,,,,,,,,,,,,,,,,,
CA_Option_id0001,AddCARepeatingGroups,AddRepeatingGroup,TRUE,,100,Bonus Issue Creation,Option,,0,"@{format(time(0),'yyyy/MM/dd')}",1,9,,"@{format(time(0),'yyyy/MM/dd')}",,,1,0,,,SGD,DEF_CA_PAY_TS_GROUP,0,,,,"@{format(time(0),'yyyy/MM/dd')}",,"@{format(time(0),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,0,,0,0.75,1,1,5,1,1,4,,0,,1,,"1@{trimleft(Static.Instr.substring(5),5)}",SGD,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#Symbol,#CashAccountID,#DiaryEntryID,#CAStatus,#ExDate,#AnnouncementDate,#RecordDate,#SecuritiesAccountID,#ReminderDate,#CalculationDate,#ElectionEndDate,#ElectionStartDate,#CorporateActionReference,#AlternateCAReference,#BalanceCaptureDate,#ExcessAllotmentProcessDate,#CAAllotmentMethod,#CADisseminationType,#CAElectionStatus,#AlternativeIssuerID,#IssuerDepositFlow,#IssuerWithdrawalFlow,#Narration,#CAMandatroyIndicator,#CAType,#CreatedDateTime,#LastUpdatedDateTime,#CAEventTimeSCHGroup,#SettlementInstructionsAdj,#RightsTradingEndDate,#EntitlementConfirmation,#ForeignIssuerCshReceiptAcc,#ForeignRightsCshReceiptAcc,#DependentDiaryEntry,#UseOfDependentCaEvent,#RecDateHoldingValidation,#EntitledBalanceAdjustment,#PartialOfferRatioTerm1,#PartialOfferRatioTerm2,#WithholdingTaxRate,#HandlingFee,#TaxOnHandlingFee,#FreezeTransactionAdjType,#HypothecationTransAdjType,#ReversibleTransferAdjType,#HoldReversibleTransClaimSI,#AdjFactorComputationMethod,#ComputedPriceAdjCurrency,#ComputedPriceAdjFactor,#ComputedQuantityAdjFactor,#ManualPriceAdjCurrency,#ManualPriceAdjFactor,#ManualQuantityAdjFactor,#CorporateActionDescription,#CADividendType,#RightsTradingStartDate,#CASource,#PaymentCompletionDateTime,#WithdrawnDateTime,#AlternativeCAReference,#CAInvestorRestrictions,#RepeatingGroups,,
CA_DIARY_ENTRY_id0001,Create_CADiaryEntry,CreateCADiaryEntry,TRUE,,200,Bonus Issue Creation,@{instrumentId(Static.Instr)},301-CASH,,New,,"@{format(time(-6),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,"@{format(time(0),'yyyy/MM/dd')}",,,"@{trimleft(Static.Instr.substring(5),5)}","@{trimleft(Static.Instr.substring(5),5)}",,,0,3,,,,,New Entry,1,1,,,DEF_CA_TS_GROUP,,,0,,,,0,1,,,,,,,1,1,,,,,,,,,,BONU-Bonus Issue,,,,,,,,CA_Option_id0001,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#Symbol,#CashAccountID,#DiaryEntryId,#CAStatus,#ExDate,#AnnouncementDate,#RecordDate,#SecuritiesAccountID,#ReminderDate,#CalculationDate,#ElectionEndDate,#ElectionStartDate,#CorporateActionReference,#AlternateCAReference,#BalanceCaptureDate,#ExcessAllotmentProcessDate,#CAAllotmentMethod,#CADisseminationType,#CAElectionStatus,#AlternativeIssuerID,#IssuerDepositFlow,#IssuerWithdrawalFlow,#Narration,#CAMandatoryIndicator,#CAType,#CreatedDateTime,#LastUpdatedDateTime,#CAEventTimeSCHGroup,#SettlementInstructionsAdj,#RightsTradingEndDate,#EntitlementConfirmation,#ForeignIssuerCshReceiptAcc,#ForeignRightsCshReceiptAcc,#DependentDiaryEntry,#UseOfDependentCaEvent,#RecDateHoldingValidation,#EntitledBalanceAdjustment,#PartialOfferRatioTerm1,#PartialOfferRatioTerm2,#WithholdingTaxRate,#HandlingFee,#TaxOnHandlingFee,#FreezeTransactionAdjType,#HypothecationTransAdjType,#ReversibleTransferAdjType,#HoldReversibleTransClaimSI,#AdjFactorComputationMethod,#ComputedPriceAdjCurrency,#ComputedPriceAdjFactor,#ComputedQuantityAdjFactor,#ManualPriceAdjCurrency,#ManualPriceAdjFactor,#ManualQuantityAdjFactor,#CorporateActionDescription,#CADividendType,#RightsTradingStartDate,#CASource,#PaymentCompletionDateTime,#WithdrawnDateTime,#AlternativeCAReference,#CAInvestorRestrictions,#ExternalRequestID,#ReferenceUUID,#NoData
VRFY_CA_DIARY_ENTRY_id0001,VerifyDiaryEntry,VerifyCADiaryEntry,TRUE,,2000,Bonus Issue Creation,@{instrumentId(Static.Instr)},301-CASH,,New,,"@{format(time(-6),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,"@{format(time(0),'yyyy/MM/dd')}",,,@{CA_DIARY_ENTRY_id0001.CorporateActionReference},@{CA_DIARY_ENTRY_id0001.AlternateCAReference},,,,Processing Only,,,,,New Entry,Mandatory,BONU-Bonus Issue,,,DEF_CA_TS_GROUP,,,Disabled,,,,None,Validate Quantity,,,,,,,Adjust Transaction,Adjust Transaction,,,,,,,,,,BONU-Bonus Issue,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ReferenceUUID,#OptionUniqueReference,#OverSubscriptionAllowed,#CashPaymentDate,#DefaultIndicator,#CAOptionType,#CurrencyPaymentDate,#SecuritiesPaymentDate,#RecordStatus,#AnnouncedCurrency,#AnnouncedPaymentRate,#CABlockBalanceType,#CACashValueIncreaseType,#CAClaimSettlementType,#CACurrency,#CAPaymentTimeSchGroup,#CashPaymentStatus,#CashValueIncrease,#ConditionalIndicator,#ExchangeRate,#IssuerCashPymntReceiveDate,#IssuerCashPymntRemindDate,#IssuerSecuPymntReceiveDate,#IssuerSecuPymntRemindDate,#ObligationSettleDateOffset,#PaymentObligationCurrency,#PaymentObligationGeneration,#PaymentObligationRate,#SecuritiesPaymentStatus,#SizeAdjCashInLieuRate,#SizeAdjFractionHandling,#SizeAdjustment,#SizeAdjustmentFactorTerm1,#SizeAdjustmentFactorTerm2,#SizeRoundingPolicy,#SizeRoundingPrecision,#ThresholdToDistribute,#ValueAdjustment,#ValueAdjustmentCurrency,#ValueRoundingPolicy,#PriceperUnit,#CAOptionCode,,,,,,,,,,,,,,,,,,,,,,
VRFY_CA_OPTION_id0001,Verify_RepeatingOptions,VerifyCAOption,TRUE,,200,Bonus Issue Creation,@{VRFY_CA_DIARY_ENTRY_id0001.DiaryEntryId},@{CA_Option_id0001.OptionUniqueReference},No,,,9,,"@{format(time(0),'yyyy/MM/dd')}",,,1,0,,,SGD,DEF_CA_PAY_TS_GROUP,,,,,,,"@{format(time(0),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,,,0,0.75,1,1,5,1,1,4,,0,,1,,@{CA_Option_id0001.CAOptionCode},,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T_RC_2,Trigger_RC,ExecuteScript,TRUE,,0,,./,ts_rec.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#ScheduleId,#Enabled,#Time,#DependencyProfile,#State,#ActionInterval,#ActionTimeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T_RC_3,Trigger_RC,VerifyTimeScheduleInfo,TRUE,,1000,TS_REC_CAPTURE,TRUE,NULL,NULL,3,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#Instrument,#BalanceCurrency,#PositionID,#CADiaryEntryID,#SecuritiesAccountID,#BalanceReference,#BalanceType,#BalanceSubType,#BalanceSettlementSystem,#PositionRecordID,#EntitledBalance,#HORIndicator,#EligibilityIndicator,#EntitlementInformationOnly,#EntitlementDistributedLater,#CreatedDateTime,#Balance,#Latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSEC_RC_1,Verify_Positions_RecCapture,VerifyPositionRecordCapture,TRUE,,20000,,@{instrumentId(Static.Instr)},SGD,@{VSEC_1.PositionID},@{VRFY_CA_DIARY_ENTRY_id0001.DiaryEntryId},@{VSEC_1.PositionAccountID},,0,,,,4000,1,1,0,0,,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#Symbol,#CashAccountID,#DiaryEntryId,#CAStatus,#ExDate,#AnnouncementDate,#RecordDate,#SecuritiesAccountID,#ReminderDate,#CalculationDate,#ElectionEndDate,#ElectionStartDate,#CorporateActionReference,#AlternateCAReference,#BalanceCaptureDate,#ExcessAllotmentProcessDate,#CAAllotmentMethod,#CADisseminationType,#CAElectionStatus,#AlternativeIssuerID,#IssuerDepositFlow,#IssuerWithdrawalFlow,#Narration,#CAMandatoryIndicator,#CAType,#CreatedDateTime,#LastUpdatedDateTime,#CAEventTimeSCHGroup,#SettlementInstructionsAdj,#RightsTradingEndDate,#EntitlementConfirmation,#ForeignIssuerCshReceiptAcc,#ForeignRightsCshReceiptAcc,#DependentDiaryEntry,#UseOfDependentCaEvent,#RecDateHoldingValidation,#EntitledBalanceAdjustment,#PartialOfferRatioTerm1,#PartialOfferRatioTerm2,#WithholdingTaxRate,#HandlingFee,#TaxOnHandlingFee,#FreezeTransactionAdjType,#HypothecationTransAdjType,#ReversibleTransferAdjType,#HoldReversibleTransClaimSI,#AdjFactorComputationMethod,#ComputedPriceAdjCurrency,#ComputedPriceAdjFactor,#ComputedQuantityAdjFactor,#ManualPriceAdjCurrency,#ManualPriceAdjFactor,#ManualQuantityAdjFactor,#CorporateActionDescription,#CADividendType,#RightsTradingStartDate,#CASource,#PaymentCompletionDateTime,#WithdrawnDateTime,#AlternativeCAReference,#CAInvestorRestrictions,#ExternalRequestID,#ReferenceUUID,#NoData
VRFY_CA_DIARY_ENTRY_After_Triger_RC_TS_id0001,VerifyDiaryEntry_StatusRecCapture,VerifyCADiaryEntry,TRUE,,2000,Bonus Issue Creation,@{instrumentId(Static.Instr)},,,2,,"@{format(time(-6),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,"@{format(time(0),'yyyy/MM/dd')}",,,@{CA_DIARY_ENTRY_id0001.CorporateActionReference},@{CA_DIARY_ENTRY_id0001.AlternateCAReference},,,,Processing Only,,,,,New Entry,Mandatory,BONU-Bonus Issue,,,DEF_CA_TS_GROUP,,,Disabled,,,,None,Validate Quantity,,,,,,,Adjust Transaction,Adjust Transaction,,,,,,,,,,BONU-Bonus Issue,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ReferenceUUID,#OptionUniqueReference,#OverSubscriptionAllowed,#CashPaymentDate,#DefaultIndicator,#CAOptionType,#CurrencyPaymentDate,#SecuritiesPaymentDate,#RecordStatus,#AnnouncedCurrency,#AnnouncedPaymentRate,#CABlockBalanceType,#CACashValueIncreaseType,#CAClaimSettlementType,#CACurrency,#CAPaymentTimeSchGroup,#CashPaymentStatus,#CashValueIncrease,#ConditionalIndicator,#ExchangeRate,#IssuerCashPymntReceiveDate,#IssuerCashPymntRemindDate,#IssuerSecuPymntReceiveDate,#IssuerSecuPymntRemindDate,#ObligationSettleDateOffset,#PaymentObligationCurrency,#PaymentObligationGeneration,#PaymentObligationRate,#SecuritiesPaymentStatus,#SizeAdjCashInLieuRate,#SizeAdjFractionHandling,#SizeAdjustment,#SizeAdjustmentFactorTerm1,#SizeAdjustmentFactorTerm2,#SizeRoundingPolicy,#SizeRoundingPrecision,#ThresholdToDistribute,#ValueAdjustment,#ValueAdjustmentCurrency,#ValueRoundingPolicy,#PriceperUnit,#CAOptionCode,,,,,,,,,,,,,,,,,,,,,,
VRFY_CA_DIARY_ENTRY_After_Triger_RC_TS_id0001,VerifyDiaryEntry_StatusRecCapture,VerifyCAOption,TRUE,,200,Bonus Issue Creation,@{VRFY_CA_DIARY_ENTRY_id0001.DiaryEntryId},@{CA_Option_id0001.OptionUniqueReference},No,,,9,,"@{format(time(0),'yyyy/MM/dd')}",,,1,0,,,SGD,DEF_CA_PAY_TS_GROUP,,,,10,,,"@{format(time(0),'yyyy/MM/dd')}","@{format(time(0),'yyyy/MM/dd')}",,,,,0,0.75,1,1,5,1,1,4,,0,,1,,@{CA_Option_id0001.CAOptionCode},,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id,#GlobalStep,#Action,#Execute,#TestCase,#timeout,#Comment,#ScriptDirectory,#ScriptName,#Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T_ENT_2,Trigger_EC,ExecuteScript,TRUE,,0,,./,ts_ent.sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
